name,url,picture,dietLabels,healthLabels,calories,fat,carbs,protein,ingredients,uri
chicken hummus bowls,http://www.eatingwell.com/recipe/281045/chicken-hummus-bowls/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/chicken%20hummus%20bowls.jpg,"['High-Fiber', 'Low-Carb']","['Mediterranean', 'DASH', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",376.9157535399774,21.710932128799755,21.209468999992886,27.04157698839965,"['skinless chicken thighs', 'extra-virgin olive oil', 'cumin', 'paprika', 'cayenne pepper', 'salt', 'garlic', 'lemon juice', 'hummus', 'English cucumber', 'cherry tomatoes', 'red onion', 'parsley']",http://www.edamam.com/ontologies/edamam.owl#recipe_ff68418e20f05aa9fe86d3d76eefdb2e
gourmet green bean casserole,http://gooddinnermom.com/gourmet-green-bean-casserole/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/gourmet%20green%20bean%20casserole.jpg,[],"['Vegetarian', 'Pescatarian', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",789.18090468971,49.51672252581695,66.51763050068026,25.09347054122256,"['unsalted butter', 'onion', 'red bell pepper', 'button mushroom', 'coarse salt', 'ground pepper', 'green bean', 'all purpose flour', 'milk', 'cayenne pepper', 'grated nutmeg', 'parmesan cheese', 'breadcrumb', 'canola oil', 'shallot', 'fried onion']",http://www.edamam.com/ontologies/edamam.owl#recipe_5a7bf202a7465657844b85b7b4429337
vegetable stew,https://www.realsimple.com/food-recipes/browse-all-recipes/vegetable-stew,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/vegetable%20stew.jpg,['High-Fiber'],"['Mediterranean', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'Sulfite-Free', 'Kosher']",217.12364022000634,3.690834662508448,38.641701067359705,10.19534257685854,"['carrots', 'turnips', 'onion', 'garlic', 'can diced tomatoes', 'chicken broth', 'kosher salt', 'cumin', 'red pepper flakes', 'zucchini', 'can chickpeas']",http://www.edamam.com/ontologies/edamam.owl#recipe_f2feb6421b41285e0f3bebcfdb2ce3e7
chicken pozole,https://www.delish.com/cooking/recipe-ideas/recipes/a55758/crock-pot-mexican-posole-recipe/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/chicken%20pozole.jpg,[],"['DASH', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'Sulfite-Free', 'Kosher']",306.8258789832264,6.593223205664939,18.70597161913883,42.907933308496375,"['low-sodium chicken broth', 'boneless skinless chicken breasts', 'poblano peppers', 'white onion', 'garlic', 'cumin', 'oregano', 'chili powder', 'kosher salt', 'black pepper', 'hominy', 'radishes', 'green cabbage', 'cilantro']",http://www.edamam.com/ontologies/edamam.owl#recipe_dad7b191ec28f2234feb58278be712ca
inspired to cook,http://www.de-ma-cuisine.com/inspired-to-cook/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/inspired%20to%20cook.jpg,['Low-Carb'],"['Sugar-Conscious', 'Mediterranean', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",234.14713898500003,15.35293465435,4.556061951,18.642051917200007,"['garlic powder', 'cumin', 'dried oregano', 'coriander', 'cayenne pepper', 'olive oil', 'chicken', 'onion', 'chicken broth', 'green chilies', 'white beans']",http://www.edamam.com/ontologies/edamam.owl#recipe_7910aab866c1f4566d2dbabd2e97107a
cornmeal pizza with tomatoes,https://eatsmarter.com/recipes/cornmeal-pizza-with-tomatoes,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/cornmeal%20pizza%20with%20tomatoes.jpg,['Balanced'],"['Sugar-Conscious', 'Vegetarian', 'Pescatarian', 'Mediterranean', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",419.2001004710596,18.726031699674902,45.84247535574558,16.507086689510793,"['Vegetable broth', 'Cornmeal', 'Salt', 'Tomatoes', 'Buffalo mozzarella', 'Pesto', 'Pepper', 'Basil']",http://www.edamam.com/ontologies/edamam.owl#recipe_9d4df1667a39da2c2a52e5194382279e
slow cooker sweet and spicy barbecue wings,https://www.theslowroasteditalian.com/2017/11/slow-cooker-sweet-spicy-barbecue-wings-recipe.html,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/slow%20cooker%20sweet%20and%20spicy%20barbecue%20wings.jpg,[],"['Dairy-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'Kosher']",686.2398560199684,35.90275853519965,43.24780874999301,48.693416184398515,"['honey', 'light brown sugar', 'ketchup', 'soy sauce', 'chili pepper', 'kosher salt', 'garlic', 'chicken wing']",http://www.edamam.com/ontologies/edamam.owl#recipe_4fd92a3cd14cb1dd93b391d269ff44af
poached salmon,https://www.womensweeklyfood.com.au/recipes/poached-salmon-23783,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/poached%20salmon.jpg,"['High-Protein', 'Low-Carb', 'Low-Sodium']","['Sugar-Conscious', 'Keto-Friendly', 'Pescatarian', 'Paleo', 'Mediterranean', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'No oil added', 'Kosher']",887.7077729648014,37.092983,1.5465154476644394,119.71990812936019,"['trout', 'fresh dill', 'parsley', 'black peppercorns', 'dry white wine', 'lemon']",http://www.edamam.com/ontologies/edamam.owl#recipe_5b345cdc0a5264dd1d7fffe54a4a7481
pumpkin ravioli in brown butter sage sauce,https://tastykitchen.com/recipes/main-courses/pumpkin-ravioli-in-brown-butter-sage-sauce/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/pumpkin%20ravioli%20in%20brown%20butter%20sage%20sauce.jpg,['High-Fiber'],"['Vegetarian', 'Pescatarian', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",869.2025820118367,68.95161282978657,51.17365093871318,13.967084293856562,"['Pureed Pumpkin', 'Egg', 'Parmigiano-Reggiano', 'Ricotta Cheese', 'Shallots', 'Nutmeg', 'Sea Salt', 'Black Pepper', 'Egg', 'Wonton Wrappers', 'Butter', 'Sage', 'Balsamic Vinegar', 'Shallots', 'Vegetable Oil']",http://www.edamam.com/ontologies/edamam.owl#recipe_020f4708a290f9173ad087dda3b034ba
arroz con pollo,https://www.womensweeklyfood.com.au/recipes/arroz-con-pollo-28106,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/arroz%20con%20pollo.jpg,['High-Fiber'],"['Mediterranean', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Kosher']",418.57010000013116,19.641221250012137,37.476974750007194,22.287865750000986,"['olive oil', 'onion', 'garlic', 'chicken thigh', 'cumin', 'paprika', 'rice', 'can diced tomatoes', 'chicken stock', 'capsicum', 'frozen peas', 'black olives', 'parsley']",http://www.edamam.com/ontologies/edamam.owl#recipe_86407f32b5bfff82cc31db432f05c70a
creamy mushroom lasagna,http://www.delish.com/cooking/recipe-ideas/recipes/a35357/creamy-mushroom-lasagna-recipe-ghk0213/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/creamy%20mushroom%20lasagna.jpg,"['Balanced', 'High-Fiber']","['Vegetarian', 'Pescatarian', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Kosher']",279.36579057975666,9.934597396729497,35.007870754746364,11.285041210877136,"['no-boil lasagna', 'canola oil', 'garlic', 'fresh thyme', 'cremini mushrooms', 'shiitake mushrooms', 'sherry', 'butter', 'all-purpose flour', 'whole milk', 'ground nutmeg', 'Parmesan cheese']",http://www.edamam.com/ontologies/edamam.owl#recipe_41e45b6fac41fc15f18a157621beaa30
greek lemon chicken and potatoes,https://omgfood.com/greek-lemon-chicken-potatoes,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/greek%20lemon%20chicken%20and%20potatoes.jpg,['Low-Carb'],"['Sugar-Conscious', 'Mediterranean', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",955.4369310777777,65.82537748022222,41.25460606277777,50.102170981444445,"['chicken leg', 'russet potatoes', 'garlic', 'salt', 'black pepper', 'oregano', 'lemons', 'olive oil', 'water', 'parsley']",http://www.edamam.com/ontologies/edamam.owl#recipe_fce696b999821a6987ea7216dc0669fc
chili con carne,http://www.readyseteat.com/recipes-Chili-con-Carne-5404.html,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/chili%20con%20carne.jpg,[],"['Sugar-Conscious', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",372.178740898125,19.075536169378125,27.975605611825,23.31791492559375,"['ground round beef', 'yellow onion', 'garlic', 'chili powder', 'Green Chilies', 'beans', 'Tomato Sauce']",http://www.edamam.com/ontologies/edamam.owl#recipe_780db4cbc69cbae93dc018f3bbd364e8
mow eggplant parmesan,http://simplyrdfoodie.com/mow-eggplant-parmesan/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/mow%20eggplant%20parmesan.jpg,['High-Fiber'],"['Vegetarian', 'Pescatarian', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",204.89159166658087,13.131262999998821,12.781961874984592,10.456480333330457,"['eggplant', 'eggplant', 'olive oil', 'table salt', 'black pepper', 'marinara sauce', 'mozzarella cheese', 'bread crumbs', 'Red pepper flake']",http://www.edamam.com/ontologies/edamam.owl#recipe_4a399125f0defffc4df673950ba3e2f5
polenta pizzas,http://www.thedailymeal.com/polenta-pizzas-recipe,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/polenta%20pizzas.jpg,[],"['Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Sulfite-Free', 'Kosher']",474.86921486052535,27.80177051919523,48.94291420266439,8.454383251627169,"['vegetable stock', 'sea salt', 'dried basil', 'dried oregano', 'dried parsley', 'black pepper', 'extra-virgin olive oil', 'polenta', 'Cornmeal', 'leek', 'extra-virgin olive oil', 'mirin', 'mushrooms', 'kale', 'Sea salt', 'black pepper', 'pasta sauce', 'red onion', 'garlic', 'extra-virgin olive oil', 'Swiss chard', 'Sea salt', 'black pepper', 'Walnut Pesto']",http://www.edamam.com/ontologies/edamam.owl#recipe_c39a256861030f74d486901e2b9a4d21
slow cooker chicken enchilada soup,https://cooktopcove.com/2016/10/21/how-to-make-slow-cooker-chicken-enchilada-soup,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/slow%20cooker%20chicken%20enchilada%20soup.jpg,['High-Fiber'],"['Mediterranean', 'Dairy-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'Sulfite-Free', 'Kosher']",358.4584157426465,6.380180591174495,39.11126719113766,37.70103716463925,"['boneless, skinless chicken breasts', 'tomatoes', 'chicken stock', 'cumin', 'chili powder', 'garlic powder', 'oregano', 'flour', 'salt', 'pepper', 'black beans', 'frozen corn', 'garlic']",http://www.edamam.com/ontologies/edamam.owl#recipe_941ffb039130be93bb8fc097b4880485
vegetarian souvlaki with pita wraps,https://www.menshealth.com/recipes/vegetarian-souvlaki-with-pita-wraps,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/vegetarian%20souvlaki%20with%20pita%20wraps.jpg,"['High-Fiber', 'Low-Fat']","['Vegan', 'Vegetarian', 'Pescatarian', 'Mediterranean', 'Dairy-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",444.2329555554481,5.571678222220486,90.87265688886092,15.447772888885236,"['eggplant', 'button mushrooms', 'green pepper', 'pineapple', 'balsamic vinegar', 'oregano', 'olive oil', 'garlic', 'pita bread']",http://www.edamam.com/ontologies/edamam.owl#recipe_467ab7be54592b2f148ea823b42dec0c
eggplant lasagna,http://www.sfgate.com/food/recipes/detail.html?rid=17353&sorig=qs,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/eggplant%20lasagna.jpg,['High-Fiber'],"['Vegetarian', 'Pescatarian', 'Mediterranean', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Kosher']",820.497620351602,33.50709606293755,86.12206590107569,42.77202205202722,"['eggplants', 'Kosher salt', 'olive oil', 'onion', 'garlic', 'red wine', 'crushed tomatoes', 'whole tomatoes', 'Pepper', 'basil', 'marjoram', 'no-boil lasagna', 'mozzarella', 'Parmigiano-Reggiano']",http://www.edamam.com/ontologies/edamam.owl#recipe_c3b5ff4018b9c7da678414b7b43cae26
easy grilled chicken,http://www.recipezaar.com/Easy-Grilled-Chicken-63361,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/easy%20grilled%20chicken.jpg,"['High-Protein', 'Low-Carb']","['Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'FODMAP-Free', 'Kosher']",290.3000000004369,11.005350000001057,8.445930000101356,37.149300000005745,"['boneless skinless chicken breasts', 'Italian dressing', 'steak sauce']",http://www.edamam.com/ontologies/edamam.owl#recipe_6273e565bd68ad62c83766eb1140b7ce
penne with garlicky greens and beans,https://www.menshealth.com/recipes/penne-with-garlicky-greens-and-beans,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/penne%20with%20garlicky%20greens%20and%20beans.jpg,['High-Fiber'],"['Sugar-Conscious', 'Vegetarian', 'Pescatarian', 'Mediterranean', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",269.3542316371368,5.273568225759095,43.90167394435666,15.866844035337333,"['whole wheat penne', 'olive oil', 'onion', 'carrot', 'garlic', 'red-pepper flakes', 'broccoli rabe', 'beet greens', 'cannellini beans', 'Parmesan cheese']",http://www.edamam.com/ontologies/edamam.owl#recipe_84c889fa872906eada210d54fa88e8da
cold sesame noodle salad,https://www.bigoven.com/recipe/cold-sesame-noodle-salad/174569,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/cold%20sesame%20noodle%20salad.jpg,[],"['Vegan', 'Vegetarian', 'Pescatarian', 'Dairy-Free', 'Egg-Free', 'Tree-Nut-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Kosher']",568.363531682551,28.856468940272247,63.992529679569124,16.077023423866855,"['angel hair pasta', 'dark sesame oil', 'peanut oil', 'fresh ginger', 'garlic', 'sambal', 'lime', 'brown sugar', 'peanut butter', 'rice vinegar', 'soy sauce', 'water', 'sesame seeds', 'green onions']",http://www.edamam.com/ontologies/edamam.owl#recipe_476f14c69fd899a124fb584e81140303
traditional egg noodle casserole ukrainian style,https://homemadeandyummy.com/traditional-egg-noodle-casserole/?fbclid=iwar03wnybu-vx984edtvcxo2p5qtjqkn2ljlkjp530-ayp1zm5eorjhrcm28,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/traditional%20egg%20noodle%20casserole%20ukrainian%20style.jpg,['Balanced'],"['Sugar-Conscious', 'Kidney-Friendly', 'Vegetarian', 'Pescatarian', 'Mediterranean', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'Sulfite-Free', 'Kosher']",394.59320512000005,11.100085184200001,53.54761231484999,19.1896619388,"['egg noodle', 'eggs', 'milk', 'sea salt']",http://www.edamam.com/ontologies/edamam.owl#recipe_18800a24f48cb2c390d78f5ea4aca77b
substitute spaghetti squash for pasta,https://2cookinmamas.com/meatless-monday-parmesan-spaghetti-squash,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/substitute%20spaghetti%20squash%20for%20pasta.jpg,[],"['Sugar-Conscious', 'Vegetarian', 'Pescatarian', 'Mediterranean', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",297.62645633600005,17.237511140840002,26.739240875527997,12.500809126720002,"['squash', 'olive oil', 'Pecorino Romano cheese', 'garlic', 'Salt']",http://www.edamam.com/ontologies/edamam.owl#recipe_6ee5bd059ea13d89e62a3bbcccfa4fd6
ratatouille with shells,http://www.thepreservesproject.com/ratatouille/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/ratatouille%20with%20shells.jpg,"['Balanced', 'High-Fiber', 'Low-Sodium']","['Vegetarian', 'Pescatarian', 'Mediterranean', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher', 'Immuno-Supportive']",214.0647401905556,6.270034086572222,32.14925977283889,9.641899766288887,"['pasta', 'zucchini', 'green bell pepper', 'garlic', 'olive oil', 'tomato', 'eggplant', 'fresh basil', 'parmesan cheese']",http://www.edamam.com/ontologies/edamam.owl#recipe_b86aa9ac3206a13bd7f789c09a39ad09
my omurice,https://www.allrecipes.com/recipe/245170/my-omurice/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/my%20omurice.jpg,"['Balanced', 'High-Fiber']","['Vegetarian', 'Pescatarian', 'Gluten-Free', 'Wheat-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher', 'Immuno-Supportive']",306.0741585000517,11.396326210000055,39.481503825013995,11.403730565000544,"['potato', 'carrot', 'olive oil', 'butter', 'onion', 'red bell pepper', 'cooked white rice', 'peas', 'ketchup', 'eggs', 'egg whites', 'milk', 'salt', 'black pepper', 'ketchup']",http://www.edamam.com/ontologies/edamam.owl#recipe_5d0f15514d11227713dada0702b36b65
healthy fried rice,http://www.kiddieliciouskitchen.com/healthy-fried-rice/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/healthy%20fried%20rice.jpg,[],"['Sugar-Conscious', 'Dairy-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Kosher']",614.1749999999126,7.944799999999546,105.0054599999846,27.659359999994088,"['coconut oil', 'chicken breast', 'carrot', 'sugar snap pea', 'corn', 'basmati rice', 'egg', 'soy sauce', 'spring onion', 'frozen pea', 'salt', 'white pepper']",http://www.edamam.com/ontologies/edamam.owl#recipe_89d1d8b5722b6b1079883c87c0b8e553
pumpkin and chestnut chutney,https://eatsmarter.com/recipes/pumpkin-and-chestnut-chutney,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/pumpkin%20and%20chestnut%20chutney.jpg,['Low-Fat'],"['Vegan', 'Vegetarian', 'Pescatarian', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'Kosher']",315.08933347146785,0.7770000000000001,76.14592328430793,3.316753106829764,"['Pumpkin', 'Chestnut', 'Onions', 'Raisins', 'Balsamic vinegar', 'brown Sugar', 'Salt']",http://www.edamam.com/ontologies/edamam.owl#recipe_56d1519ce6c2fc4dc0225e48e99bb544
easy vegetarian pasta,http://allrecipes.com/Recipe/Easy-Vegetarian-Pasta/Detail.aspx,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/easy%20vegetarian%20pasta.jpg,['Low-Sodium'],"['Vegetarian', 'Pescatarian', 'Mediterranean', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",463.98416451964056,11.154966135977636,81.24017588592676,16.602429464931607,"['balsamic vinegar', 'olive oil', 'tomatoes', 'feta cheese', 'yellow bell pepper', 'red onion', 'red bell pepper', 'garlic', 'zucchini', 'mushrooms', 'whole wheat spaghetti']",http://www.edamam.com/ontologies/edamam.owl#recipe_0a88cb771a723bf1d4eb52cebce63c04
triple threat tomatoes,https://www.epicurious.com/recipes/food/views/triple-threat-tomatoes-240790,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/triple%20threat%20tomatoes.jpg,['Low-Carb'],"['Sugar-Conscious', 'Vegetarian', 'Pescatarian', 'Mediterranean', 'Egg-Free', 'Peanut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",730.7999143228665,51.04900885421621,40.09887659906694,31.430312847002966,"['tomatoes', 'Chickpea', 'Black Olive', 'pesto', 'basil', 'Taleggio cheese', 'extra-virgin olive oil', 'black pepper', 'bread']",http://www.edamam.com/ontologies/edamam.owl#recipe_8a178be9a148325d70759afefdb86772
